Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
Q8IWZ5	Q9UFG7	287015		TRIM42	DKFZP434K1772	25416956:0018:HT
Q8IWZ5	Q9UJV3	287015	11043	TRIM42	MID2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IWZ5	Q9UKT9	287015	22806	TRIM42	IKZF3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IWZ5	Q9Y2D8	287015	117178	TRIM42	SSX2IP	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IWZ5	Q9Y2K1	287015	22890	TRIM42	ZBTB1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IWZ8	Q96I25	57794	84991	SUGP1	RBM17	22365833:0004:HT|22365833:0018:HT|22365833:0007:HT
Q8IX01	Q8N653	10147	8216	SUGP2	LZTR1	20211142:0018:HT
Q8IX03	Q99459	23286	988	WWC1	CDC5L	17043677:0018:HT
Q8IX03	Q9UKE5	23286	23043	WWC1	TNIK	17043677:0018:HT
Q8IX04	Q8N9I9	55293	196403	UEVLD	DTX3	19549727:0397:HT|19549727:0018:HT
Q8IX04	Q96C23	55293	130589	UEVLD	GALM	19549727:0018:HT
Q8IX04	Q9HCN8	55293	23753	UEVLD	SDF2L1	19549727:0018:HT
Q8IX04	Q9Y4K3	55293	7189	UEVLD	TRAF6	19549727:0397:HT|19549727:0018:HT
Q8IX04	Q9Y508	55293	55905	UEVLD	RNF114	19549727:0397:HT|19549727:0018:HT
Q8IX05	Q969F0	9936	89885	CD302	FATE1	25416956:0018:HT
Q8IX06	Q8IYF3	254958	56159	REXO1L1P	TEX11	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IX06	Q9BUZ4	254958	9618	REXO1L1P	TRAF4	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IX12	Q9NQM4	55749	139212	CCAR1	PIH1D3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q8N2Z9	57594	378708	HOMEZ	APITD1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q8NB12	57594	150572	HOMEZ	SMYD1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q8TBB1	57594	84708	HOMEZ	LNX1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q8TEC5	57594	153769	HOMEZ	SH3RF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q8WTP8	57594	64782	HOMEZ	AEN	25416956:0018:HT
Q8IX15	Q8WY48	57594		HOMEZ	PP2150	25416956:0018:HT
Q8IX15	Q96NW7	57594	57554	HOMEZ	LRRC7	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9BUE0	57594	54797	HOMEZ	MED18	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9BUZ4	57594	9618	HOMEZ	TRAF4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9H147	57594	116092	HOMEZ	DNTTIP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9H4E7	57594	50619	HOMEZ	DEF6	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9UH73	57594	1879	HOMEZ	EBF1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX15	Q9Y3B7	57594	65003	HOMEZ	MRPL11	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IX85	Q96MW5		84342	Q8IX85	COG8	16169070:0398:HT
Q8IXH7	Q8N8Q3	51497	284131	NELFCD	ENDOV	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXH7	Q96DB2	51497	79885	NELFCD	HDAC11	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXH7	Q99816	51497	7251	NELFCD	TSG101	19549727:0018:HT
Q8IXH7	Q9BRL8	51497		NELFCD	Q9BRL8	16169070:0018:HT
Q8IXH7	Q9H3P2	51497	7469	NELFCD	NELFA	12612062:0096:LC|25416956:0397:HT|25416956:1112:HT|20305087:0004:LC|25416956:0018:HT|12612062:0007:LC|12612062:0492:LC|12612062:0006:LC|12612062:0071:LC|25416956:1356:HT
Q8IXH7	Q9NX55	51497	25764	NELFCD	HYPK	16169070:0018:HT
Q8IXH7	Q9Y4R7	51497	26140	NELFCD	TTLL3	16169070:0018:HT
Q8IXK0	Q8IXK0	1912	1912	PHC2	PHC2	16189514:0398:HT|16189514:0493:HT|16169070:0398:HT|9121482:0018:LC|25416956:0397:HT|25416956:0018:HT|9121482:0493:LC|22325352:0004:LC|16189514:0018:HT|16169070:0018:HT
Q8IXK0	Q8N5A5	1912	84619	PHC2	ZGPAT	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q8N7X4	1912	158809	PHC2	MAGEB6	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q8N8X9	1912	126868	PHC2	MAB21L3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q8NE31	1912	220965	PHC2	FAM13C	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q8TAP4	1912	55885	PHC2	LMO3	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IXK0	Q8TAU3	1912	147687	PHC2	ZNF417	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q8WTP8	1912	64782	PHC2	AEN	25416956:0018:HT
Q8IXK0	Q8WV44	1912	90933	PHC2	TRIM41	25416956:0018:HT
Q8IXK0	Q8WVZ9	1912	84078	PHC2	KBTBD7	25416956:0018:HT
Q8IXK0	Q8WWY3	1912	26121	PHC2	PRPF31	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q92993	1912	10524	PHC2	KAT5	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q96EZ8	1912	10445	PHC2	MCRS1	16189514:0004:HT|16189514:0398:HT|16189514:0096:HT|15657099:0064:LC|16189514:0018:HT
Q8IXK0	Q96GD3	1912	22955	PHC2	SCMH1	22325352:0004:LC|16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXK0	Q96JM7	1912	84456	PHC2	L3MBTL3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
Q8IXK0	Q96NC0	1912	153527	PHC2	ZMAT2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q96T49	1912	26051	PHC2	PPP1R16B	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9BT49	1912	80764	PHC2	THAP7	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9BUB7	1912	54968	PHC2	TMEM70	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXK0	Q9BVG8	1912	3801	PHC2	KIFC3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9BXS5	1912	8907	PHC2	AP1M1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9H0A9	1912	84221	PHC2	SPATC1L	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9H0I2	1912	84080	PHC2	ENKD1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
Q8IXK0	Q9H257	1912	64170	PHC2	CARD9	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9HC52	1912	57332	PHC2	CBX8	21282530:0676:LC|21282530:0004:LC|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|22325352:0004:LC|17332741:0428:LC|19636380:0006:LC
Q8IXK0	Q9NW68	1912	55108	PHC2	BSDC1	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXK0	Q9NX04	1912	54955	PHC2	C1ORF109	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9NYC6	1912		PHC2	Q9NYC6	16189514:0018:HT
Q8IXK0	Q9P0T0	1912		PHC2	Q9P0T0	25416956:0018:HT
Q8IXK0	Q9UHJ3	1912	51460	PHC2	SFMBT1	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IXK0	Q9Y295	1912	4733	PHC2	DRG1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
Q8IXK0	Q9Y2D8	1912	117178	PHC2	SSX2IP	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXK0	Q9Y4W6	1912	10939	PHC2	AFG3L2	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IXL6	Q9BPY3	56975	79607	FAM20C	FAM118B	21900206:0018:HT
Q8IXL6	Q9H5I1	56975	79723	FAM20C	SUV39H2	21900206:0018:HT
Q8IXL6	Q9H5J8	56975	79101	FAM20C	TAF1D	21900206:0018:HT
Q8IXL7	Q8N448	253827	222484	MSRB3	LNX2	21516116:0018:HT
Q8IXL7	Q9UKN5	253827	11108	MSRB3	PRDM4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXM6	Q96BA8	11270	90993	NRM	CREB3L1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXM6	Q9UH99	11270	25777	NRM	SUN2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IXP5	Q8NB12	341032	150572	C11ORF53	SMYD1	23455924:0018:HT
Q8IXZ3	Q8TB69	221833	162655	SP8	ZNF519	20211142:0018:HT
Q8IXZ3	Q9NQ87	221833	26508	SP8	HEYL	20211142:0018:HT
Q8IY31	Q8N6Y0	90410	83878	IFT20	USHBP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q8TDR0	90410	26146	IFT20	TRAF3IP1	17043677:0018:HT
Q8IY31	Q8TES7	90410	85302	IFT20	FBF1	15657099:0064:LC|16189514:0018:HT
Q8IY31	Q8WXE1	90410	84126	IFT20	ATRIP	16189514:0018:HT
Q8IY31	Q92558	90410	8936	IFT20	WASF1	25416956:1112:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q96CS2	90410	115106	IFT20	HAUS1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q96EV8	90410	84062	IFT20	DTNBP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q9BQD3	90410	79036	IFT20	KXD1	16189514:0398:HT|16189514:0096:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|16189514:0004:HT|15657099:0064:LC
Q8IY31	Q9NPJ6	90410	29079	IFT20	MED4	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q9NRI5	90410	27185	IFT20	DISC1	17043677:0018:HT
Q8IY31	Q9NSU2	90410	11277	IFT20	TREX1	16189514:0018:HT
Q8IY31	Q9NYB9	90410	10152	IFT20	ABI2	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IY31	Q9UL45	90410	26258	IFT20	BLOC1S6	21988832:0018:HT
Q8IY31	Q9UPT5	90410	23265	IFT20	EXOC7	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IY31	Q9Y3C0	90410	51019	IFT20	CCDC53	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY31	Q9Y6C2	90410	11117	IFT20	EMILIN1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:0231:HT|25416956:1356:HT
Q8IY34	Q96IK5	51296	64395	SLC15A3	GMCL1	25416956:0018:HT
Q8IY34	Q9BRK4	51296	84445	SLC15A3	LZTS2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY37	Q9UGC6	57647	26575	DHX37	RGS17	25416956:0018:HT
Q8IY42	Q9BUL8	55286	11235	C4ORF19	PDCD10	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY57	Q9HD64	10138		YAF2	XAGE1A;|XAGE1B;|XAGE1C;|XAGE1D;|XAGE1E	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY57	Q9Y6X0	10138	26040	YAF2	SETBP1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY81	Q92731	117246	2100	FTSJ3	ESR2	21182203:0004:HT|21182203:0029:HT
Q8IY82	Q9NS73	84229	51562	DRC7	MBIP	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IY92	Q96NY9	84464	80198	SLX4	MUS81	24012755:0428:LC|19596235:0004:LC|19596236:0007:LC|21240275:0004:LC|19595721:0096:LC|19596235:0663:LC|19596235:0006:LC|25416956:0397:HT|25416956:0018:HT|24012755:0004:LC|25416956:1112:HT|19596236:0493:LC|22902628:0004:LC|23093618:0004:LC|19595721:0401:LC|19596235:0007:LC|25416956:1356:HT|19596236:0096:LC|23994477:0004:LC|24012755:0018:LC
Q8IYA8	Q8NA54	339834	154865	CCDC36	IQUB	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q96BA2	339834		CCDC36	Q96BA2	25416956:0018:HT
Q8IYA8	Q96FJ2	339834	140735	CCDC36	DYNLL2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q96HT8	339834	114932	CCDC36	MRFAP1L1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q96MH2	339834	124790	CCDC36	HEXIM2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9BQA5	339834	25988	CCDC36	HINFP	21516116:0018:HT
Q8IYA8	Q9H257	339834	64170	CCDC36	CARD9	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9H614	339834		CCDC36	Q9H614	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYA8	Q9HC98	339834	10783	CCDC36	NEK6	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9NPG2	339834	58157	CCDC36	NGB	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9NW38	339834	55120	CCDC36	FANCL	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9NX04	339834	54955	CCDC36	C1ORF109	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9NYB9	339834	10152	CCDC36	ABI2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|21516116:0018:HT|25416956:1356:HT
Q8IYA8	Q9UJX2	339834	8697	CCDC36	CDC23	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYA8	Q9Y2K6	339834	10868	CCDC36	USP20	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYB3	Q8IZP0	10250	10006	SRRM1	ABI1	21988832:0018:HT
Q8IYB5	Q9HAU4	60682	64750	SMAP1	SMURF2	15761153:0019:HT|15657099:0064:LC|15761153:0493:HT
Q8IYB7	Q99689	129563	9638	DIS3L2	FEZ1	16169070:0018:HT|16169070:0398:HT
Q8IYB7	V9HWE1	129563		DIS3L2	HEL113	16169070:0018:HT
Q8IYB8	Q9BRK4	6832	84445	SUPV3L1	LZTS2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYE0	Q8N1B4	57639	6293	CCDC146	VPS52	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q8N6Y0	57639	83878	CCDC146	USHBP1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q8NA61	57639	220082	CCDC146	SPERT	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q8ND90	57639	9240	CCDC146	PNMA1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q92752	57639	7143	CCDC146	TNR	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q96EV8	57639	84062	CCDC146	DTNBP1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q96JN2	57639	64753	CCDC146	CCDC136	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q96KN7	57639	57096	CCDC146	RPGRIP1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q96L14	57639	645455	CCDC146	CEP170P1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9BYV2	57639	57159	CCDC146	TRIM54	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9C0F1	57639	80817	CCDC146	CEP44	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9NPJ6	57639	29079	CCDC146	MED4	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9UBB9	57639	24144	CCDC146	TFIP11	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9Y2I6	57639	22981	CCDC146	NINL	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYE0	Q9Y3Q8	57639	81628	CCDC146	TSC22D4	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYF1	Q8NHQ1	51224	80321	TCEB3B	CEP70	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF1	Q8TBK6	51224	54819	TCEB3B	ZCCHC10	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF1	Q9BQ66	51224	83755	TCEB3B	KRTAP4-12	16189514:0398:HT|16189514:0018:HT
Q8IYF1	Q9BQD3	51224	79036	TCEB3B	KXD1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF1	Q9NX45	51224	54937	TCEB3B	SOHLH2	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF1	V9HWG0	51224		TCEB3B	HEL25	16189514:0018:HT
Q8IYF3	Q8N443	56159	158787	TEX11	RIBC1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q8N7U5	56159		TEX11	Q8N7U5	16189514:0018:HT
Q8IYF3	Q8NA61	56159	220082	TEX11	SPERT	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q8NDB6	56159		TEX11	FAM156A;|FAM156B	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q8TES7	56159	85302	TEX11	FBF1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q8WW14	56159	143379	TEX11	C10ORF82	16189514:0018:HT
Q8IYF3	Q8WXI9	56159	57459	TEX11	GATAD2B	25416956:0018:HT
Q8IYF3	Q8WYJ6	56159	1731	TEX11	SEPT1	25416956:0018:HT
Q8IYF3	Q93045	56159	11075	TEX11	STMN2	16189514:0398:HT|16189514:0096:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|16189514:0004:HT|15657099:0064:LC
Q8IYF3	Q96FH0	56159	729991	TEX11	MEF2BNB	16189514:0398:HT|16189514:0096:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IYF3	Q96GY3	56159	55957	TEX11	LIN37	16189514:0004:HT|16189514:0398:HT|16189514:0096:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF3	Q96HA1	56159	9883	TEX11	POM121	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT
Q8IYF3	Q96IQ9	56159	84330	TEX11	ZNF414	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF3	Q96M91	56159	220136	TEX11	CFAP53	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF3	Q9BT92	56159	84260	TEX11	TCHP	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF3	Q9BVW5	56159	54962	TEX11	TIPIN	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9H4K1	56159	26150	TEX11	RIBC2	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYF3	Q9H596	56159	63904	TEX11	DUSP21	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9HBH7	56159	55859	TEX11	BEX1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9NU19	56159	55633	TEX11	TBC1D22B	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9NVL8	56159	55195	TEX11	C14ORF105	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9NXR8	56159	54556	TEX11	ING3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9P218	56159	57642	TEX11	COL20A1	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IYF3	Q9P2K5	56159	50804	TEX11	MYEF2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYF3	Q9UNH6	56159	51375	TEX11	SNX7	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IYF3	Q9Y3Q8	56159	81628	TEX11	TSC22D4	16189514:0398:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IYF3	Q9Y6D9	56159	8379	TEX11	MAD1L1	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYH5	Q8IYM9	26009	10346	ZZZ3	TRIM22	20211142:0018:HT
Q8IYH5	Q8N653	26009	8216	ZZZ3	LZTR1	20211142:0018:HT
Q8IYH5	Q8N8E2	26009	130557	ZZZ3	ZNF513	20211142:0018:HT
Q8IYH5	Q96AQ6	26009	57326	ZZZ3	PBXIP1	20211142:0018:HT
Q8IYH5	Q96C00	26009	221504	ZZZ3	ZBTB9	20211142:0018:HT
Q8IYH5	Q96IT1	26009	84838	ZZZ3	ZNF496	20211142:0018:HT
Q8IYH5	Q9H0N5	26009	84105	ZZZ3	PCBD2	20211142:0018:HT
Q8IYH5	Q9H2G9	26009	8548	ZZZ3	BLZF1	20211142:0018:HT
Q8IYH5	Q9NPV6	26009		ZZZ3	DKFZP762E1511	20211142:0018:HT
Q8IYH5	Q9UBS4	26009	51726	ZZZ3	DNAJB11	21900206:0018:HT
Q8IYH5	Q9UDV6	26009	7988	ZZZ3	ZNF212	20211142:0018:HT
Q8IYH5	Q9Y6K9	26009	8517	ZZZ3	IKBKG	20211142:0018:HT
Q8IYI0	Q99873	149840	3276	C20ORF196	PRMT1	23455924:0018:HT
Q8IYI6	Q8IYX8	149371	285753	EXOC8	CEP57L1	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYI6	Q8N6Y0	149371	83878	EXOC8	USHBP1	16189514:0004:HT|16189514:0398:HT|16189514:0096:HT|15657099:0064:LC|16189514:0018:HT
Q8IYI6	Q8TBN0	149371	5866	EXOC8	RAB3IL1	19060904:0018:HT|19060904:0397:HT|19060904:0398:HT
Q8IYI6	Q9NS73	149371	51562	EXOC8	MBIP	19060904:0018:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|19060904:0397:HT|19060904:0398:HT
Q8IYI6	Q9P1R8	149371		EXOC8	Q9P1R8	16189514:0018:HT
Q8IYI6	Q9UKT9	149371	22806	EXOC8	IKZF3	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYI6	Q9UL45	149371	26258	EXOC8	BLOC1S6	16189514:0398:HT|15657099:0064:LC|16189514:0018:HT
Q8IYI8	Q8NG27	126070	64219	ZNF440	PJA1	16169070:0018:HT|16169070:0398:HT
Q8IYI8	Q99750	126070	4188	ZNF440	MDFI	16189514:0398:HT|21516116:0018:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|15657099:0064:LC
Q8IYI8	Q9BQ66	126070	83755	ZNF440	KRTAP4-12	16189514:0398:HT|16189514:0018:HT
Q8IYI8	Q9UJV3	126070	11043	ZNF440	MID2	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYI8	Q9Y4K4	126070	11183	ZNF440	MAP4K5	20936779:0398:HT|20936779:0018:HT
Q8IYK4	Q9UMX0	23127	29979	COLGALT2	UBQLN1	25416956:1356:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|15657099:0064:LC
Q8IYK8	Q9BSI4	161253	26277	REM2	TINF2	21044950:0018:HT
Q8IYL3	Q8N165	339448	149420	C1ORF174	PDIK1L	25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT
Q8IYL3	Q8NBJ4	339448	51280	C1ORF174	GOLM1	16169070:0018:HT|16169070:0398:HT
Q8IYL3	Q92993	339448	10524	C1ORF174	KAT5	16169070:0018:HT|15657099:0064:LC|16169070:0398:HT
Q8IYL3	Q9NYB0	339448	54386	C1ORF174	TERF2IP	21044950:0018:HT
Q8IYM1	Q8WYJ6	124404	1731	SEPT12	SEPT1	25416956:0018:HT
Q8IYM9	Q93009	10346	7874	TRIM22	USP7	16713569:0397:HT|16713569:0018:HT
Q8IYM9	Q96RK0	10346	23152	TRIM22	CIC	16713569:0397:HT|16713569:0018:HT
Q8IYM9	Q9P2R6	10346	473	TRIM22	RERE	16713569:0397:HT|16713569:0018:HT
Q8IYR0	Q8IYR0	154313	154313	C6ORF165	C6ORF165	25416956:0397:HT
Q8IYR0	Q8IYX8	154313	285753	C6ORF165	CEP57L1	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
Q8IYR0	Q8N6K7	154313	154075	C6ORF165	SAMD3	25416956:1112:HT|25416956:0397:HT|25416956:1356:HT
