Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P22681	Q59GY7	867		CBL	Q59GY7	23533197:0004:LC|12193575:0493:LC
P22681	Q5JPT6	867		CBL	Q5JPT6	20711168:0007:LC|11071869:0019:LC|11894095:0004:LC|11894095:0018:LC|12177062:0007:LC|11894095:0019:LC|11894095:0006:LC|11894095:0007:LC|19268472:0065:LC|11894095:0096:LC|16407834:0006:LC|19268472:0077:LC|14596919:0004:LC|10679202:0006:LC|10679202:0007:LC|10679202:0018:LC|15090612:0006:LC|11894095:0024:LC|15657099:0064:LC
P22681	Q6NUK7	867	4067	CBL	LYN	8621719:0018:LC|12244174:0004:LC|12149655:0493:LC|9160881:0018:LC|12149655:0018:LC|7721825:0004:LC|8621719:0493:LC|15190072:0004:LC|7782294:0096:LC|18235045:0004:LC
P22681	Q8TF42	867	84959	CBL	UBASH3B	19380743:0004:LC|17675467:0004:LC|15159412:0018:LC|17880946:0004:LC|15159412:0096:LC|15159412:0492:LC|15159412:0004:LC|16429130:0004:LC
P22681	Q8WU20	867	10818	CBL	FRS2	11997436:0096:LC|17944804:0004:LC|11997436:0492:LC|11997436:0004:LC
P22681	Q96B97	867	30011	CBL	SH3KBP1	17675467:0004:LC|12618476:0493:LC|15962011:0006:LC|11894095:0018:LC|15107835:0004:LC|15456872:0004:LC|11894095:0096:LC|12177062:0004:LC|16407834:0006:LC|11894096:0004:LC|22833562:0004:LC|10679202:0007:LC|15090612:0006:LC|11071869:0004:LC|19417776:0004:LC|19531213:0004:LC|12618476:0492:LC|10679202:0006:LC|19268472:0114:LC|12874286:0004:LC|21830225:0004:LC|11894095:0006:LC|14596919:0006:LC|20130058:0004:LC|25036637:0007:LC|11152963:0004:LC|20711168:0007:LC|15090612:0401:LC|12177062:0492:LC|16407834:0004:LC|22262777:0004:LC|11894095:0493:LC|12618476:0018:LC|25036637:0004:LC|11894095:0007:LC|16228008:0004:LC|24167568:0004:LC|17072306:0004:LC|11894095:0004:LC|19268472:0065:LC|12177062:0493:LC|12618476:0004:LC|11894095:0019:LC|11894095:0492:LC|12177062:0018:LC|10679202:0004:LC|25036637:0729:LC|19268472:0077:LC|14596919:0004:LC|12135478:0004:LC|17306257:0004:LC|10679202:0018:LC|12177062:0007:LC
P22681	Q9BX66	867	10580	CBL	SORBS1	12504111:0004:LC|17548467:0004:LC|11001060:0018:LC|15128873:0004:LC|11001060:0024:LC|15128873:0019:LC|11001060:0492:LC|15657099:0064:LC
P22681	Q9C004	867	81848	CBL	SPRY4	18273061:0114:LC|18273061:0007:LC|18273061:0004:LC|18273061:0065:LC
P22681	Q9H6Q3	867	84174	CBL	SLA2	11696592:0004:LC|12527895:0004:LC|11891219:0004:LC|17353186:0004:LC|11891219:0493:LC|11891219:0492:LC|17353186:0096:LC|16623714:0004:LC|12024036:0493:LC|12024036:0492:LC|15657099:0064:LC|11891219:0096:LC
P22681	Q9UFY1	867		CBL	DKFZP434N101	16467851:0493:LC|16503409:0004:LC|16467851:0055:LC|9712732:0492:LC|17372230:0004:LC|9712732:0096:LC|9712732:0493:LC|12061819:0004:LC|12803489:0004:LC|12941616:0004:LC|12061819:0493:LC|12061819:0492:LC|16467851:0492:LC|9234717:0493:LC|12061819:0096:LC|9234717:0492:LC|12061819:0047:LC|16467851:0004:LC
P22681	Q9Y2R2	867	26191	CBL	PTPN22	10068674:0004:LC|10068674:0492:LC|15657099:0064:LC|10068674:0493:LC|10068674:0006:LC
P22681	Q9Y5K6	867	23607	CBL	CD2AP	11067845:0096:LC|12618476:0493:LC|11067845:0492:LC|12672817:0004:LC|11067845:0004:LC|17020880:0007:LC|12618476:0492:LC|17020880:0096:LC|17188587:0686:LC|11067845:0493:LC|25036637:0007:LC|11067845:0019:LC|22706086:0004:LC|11067845:0428:LC|12559036:0018:LC|25036637:0004:LC|17072306:0004:LC|12618476:0004:LC|15128873:0004:LC|15128873:0019:LC|17020880:0006:LC|15657099:0064:LC
P22681	V9HWD6	867		CBL	HEL-S-1	19380743:0004:LC|9367879:0096:LC|11697890:0004:LC|9367879:0018:LC|11157475:0004:LC|9367879:0492:LC|9367879:0004:LC|24255178:0004:LC
P22692	P22692	3487	3487	IGFBP4	IGFBP4	16924115:0114:LC
P22692	Q8IWT8	3487		IGFBP4	ASBABP2	9751498:0492:LC|12241545:0492:LC
P22695	P31930	7385	7384	UQCRC2	UQCRC1	17353931:0006:LC|19688755:0276:LC|11073949:0492:LC|15657099:0064:LC|17353931:0004:LC
P22695	Q9NQC3	7385	57142	UQCRC2	RTN4	12067236:0004:LC|15657099:0064:LC|12067236:0024:LC|12067236:0018:LC|12067236:0492:LC|12067236:0019:LC|12067236:0493:LC
P22735	Q02383	7051	6407	TGM1	SEMG2	9523691:0024:LC|9523691:0492:LC|15657099:0064:LC
P22736	P22736	3164	3164	NR4A1	NR4A1	12082103:0493:LC|24316735:0114:LC|22983157:0114:LC|12082103:0492:LC|:0114:LC
